periode,cash_in_echannel,cash_out_echannel,cash_in_kantor,cash_out_kantor,cr_ketetapan_total_bkn_sum,giro,deposito,kewajiban_lain,tabungan,rata_dpk_mingguan,kas_kantor,kas_echannel
2019-08-20,522350000.0,-1242850000.0,88900731743.0,-120214312743.0,3.0,1112207751416.54,805219070540.0,11027861034.320002,626749468934.36,312154173732.1888,448255072200.0,3034250000.0
2019-08-21,786350000.0,-762500000.0,155214061799.0,-82508994999.0,3.0,1040369713568.09,806144338124.0,17133639729.62,627826171331.11,312154173732.1888,520960139000.0,3058100000.0
2019-08-22,1330400000.0,-784750000.0,247438424136.0,-95619484236.0,3.0,889141008986.53,808884489873.0,10921149331.62,649035836136.6,312154173732.1888,672779078900.0,3603750000.0
2019-08-23,632300000.0,-616650000.0,1474237000.0,-1328529100.0,3.0,896382012801.53,808884489873.0,11054156227.62,640131342640.46,330016454303.59875,672924786800.0,3619400000.0
2019-08-24,620400000.0,-299750000.0,0.0,0.0,3.0,900097875214.93,808887747966.0,10080295595.619999,634865697528.29,330016454303.59875,672924786800.0,3940050000.0
2019-08-25,504600000.0,-714200000.0,36302697738.0,-84517246638.0,3.0,979377176595.83,795433716314.0,10576893878.14,631080427305.2001,330016454303.59875,624710237900.0,3730450000.0
2019-08-26,441900000.0,-550850000.0,106483332224.0,-119181814524.0,3.0,930347859386.6901,804857177609.0,10477783669.140001,628224722493.3601,330016454303.59875,612011755600.0,3621500000.0
2019-08-27,436500000.0,-1239200000.0,141107935592.0,-77011458692.0,3.0,837491407740.29,805707404297.0,13672188035.140001,628510396271.46,330016454303.59875,676108232500.0,2818800000.0
2019-08-28,876700000.0,-997050000.0,189671650108.0,-53551755908.0,3.0,1794196569017.11,805742962439.0,11265177541.140001,629604899485.4601,330016454303.59875,812228126700.0,2698450000.0
2019-08-29,1120150000.0,-765250000.0,114101890575.0,-59298805575.0,3.0,1427416001774.21,810243294461.0,12661338427.140001,633627142008.15,330016454303.59875,867031211700.0,3053350000.0
2019-08-30,840400000.0,-523100000.0,18434839700.0,-18361128500.0,3.0,1408773988177.01,810252752357.0,12760968678.14,628337867351.4299,330016454303.59875,867104922900.0,3370650000.0
2019-08-31,1515700000.0,-376150000.0,0.0,0.0,3.0,1331284006311.01,810256536266.0,14288718104.119999,672455298921.7802,306137256181.7562,867104922900.0,4510200000.0
2019-09-01,733800000.0,-869050000.0,126857363005.0,-125026555205.0,3.0,969484283587.41,805362451274.0,13257613853.119999,657485093739.73,306137256181.7562,868935730700.0,4374950000.0
2019-09-02,813750000.0,-1309400000.0,241315557003.0,-84493018603.0,3.0,830266047824.64,793992451274.0,10811853250.119999,660806654173.79,306137256181.7563,1025758269100.0,3879300000.0
2019-09-03,494000000.0,-664400000.0,33864869571.0,-76043087771.0,3.0,827650810649.5701,793508484988.0,10799201787.119999,657796557259.59,306137256181.7563,983580050900.0,3708900000.0
2019-09-04,532150000.0,-665850000.0,219732285652.0,-56105321752.0,3.0,760438537682.65,797043692961.0,10655452021.93,661633682698.61,306137256181.7563,1147207014800.0,3575200000.0
2019-09-05,836550000.0,-729850000.0,157725038146.0,-84772473146.0,3.0,873323039910.93,792838508633.0,12268104506.75,656959102477.0701,306137256181.7563,1220159579800.0,3681900000.0
2019-09-06,859650000.0,-635900000.0,1696475300.0,-1545198500.0,3.0,884602474393.0701,792838806235.0,12448304324.749998,650868213248.0698,306137256181.7563,1220310856600.0,3905650000.0
2019-09-07,946450000.0,-284250000.0,0.0,0.0,3.0,887242769617.0701,792839253623.0,12528921294.75,645822755174.37,324547245830.61755,1220310856600.0,4567850000.0
2019-09-08,562000000.0,-1276550000.0,132102757055.0,-92078625055.0,3.0,906808938554.07,792738072387.0,12840176250.749998,643729298305.26,324547245830.61755,1260334988600.0,3853300000.0
2019-09-09,612200000.0,-790850000.0,68245220064.0,-112313609764.0,3.0,1081177899358.63,794738411428.0,13150056147.419998,646842617652.13,324547245830.61755,1216266598900.0,3674650000.0
2019-09-10,610850000.0,-633100000.0,115764094767.0,-89200064267.0,3.0,1130728443012.43,794761310207.0,13164612565.419998,645966123081.39,324547245830.61755,1242830629400.0,3652400000.0
2019-09-11,484650000.0,-614050000.0,177939193777.2,-72791049577.2,3.0,947144091886.2101,936962601712.0,12018346361.619999,649963268423.36,324547245830.61755,1347978773600.0,3523000000.0
2019-09-12,471000000.0,-778700000.0,212960274010.0,-80443188910.0,3.0,894497939403.9299,911958062529.0,11885786259.62,650583818408.9,324547245830.61755,1480495858700.0,3215300000.0
2019-09-13,886100000.0,-621750000.0,0.0,0.0,3.0,907527465995.9299,911961824532.0,12040211490.619999,646283116257.05,324547245830.6175,1480495858700.0,3479650000.0
2019-09-14,877850000.0,-280300000.0,0.0,0.0,3.0,911331124932.13,911965216901.0,12174729840.619999,642881802986.66,324547245830.61755,1480495858700.0,4077200000.0
2019-09-15,527150000.0,-601200000.0,93941314190.0,-119670285790.0,3.0,906040059380.08,911909364703.0,10848044351.930002,640765425460.9,299382571113.5138,1454766887100.0,4003150000.0
2019-09-16,621400000.0,-670500000.0,62578568919.0,-109125149019.0,3.0,796480036650.33,922605635564.0,10798698939.88,639956206258.1,299382571113.51373,1408220307000.0,3954050000.0
2019-09-17,644300000.0,-1439800000.0,52807829169.0,-83408373769.0,3.0,824453898251.3099,923157623953.0,11313043069.880001,635180054122.0901,299382571113.5138,1377619762400.0,3158550000.0
2019-09-18,559750000.0,-844350000.0,237208896227.8,-48349657727.8,3.0,854267961138.89,923002606342.0,11322513027.800001,632229675070.37,299382571113.5138,1566479000900.0,2873950000.0
2019-09-19,765800000.0,-684450000.0,271293701114.0,-283973976514.0,3.0,909569894404.58,923162909722.0,19504309906.3,631452958192.4401,299382571113.5138,1553798725500.0,2955300000.0
2019-09-20,1050050000.0,-784650000.0,0.0,0.0,3.0,963064961378.58,923158072112.0,19685750872.500004,627384824059.05,299382571113.5138,1553798725500.0,3220700000.0
2019-09-21,465850000.0,-397250000.0,0.0,0.0,3.0,967363897395.3799,923160172488.0,19789813478.500004,623918123121.65,299382571113.5138,1553798725500.0,3289300000.0
2019-09-22,630100000.0,-617900000.0,67260679656.0,-130602720856.0,3.0,978617767066.59,922093621892.0,11809594221.5,621008506502.6001,299382571113.5138,1490456684300.0,3301500000.0
2019-09-23,438300000.0,-519650000.0,130397462063.0,-119314501663.0,3.0,867823431378.3099,876573631093.0,12123946838.499998,628131545399.4,309160297915.3037,1501539644700.0,3220150000.0
2019-09-24,719950000.0,-828750000.0,90173322377.0,-71028828574.0,3.0,731156778714.9102,876624646613.0,11041062890.5,651015900396.2999,309160297915.3037,1520684138503.0,3111350000.0
2019-09-25,389350000.0,-868450000.0,179622009493.0,-63600967393.0,3.0,863487717616.4901,866585716318.0,10787415093.300001,652817784909.4299,309160297915.3037,1636705180603.0,2632250000.0
2019-09-26,1755800000.0,-827600000.0,60428540026.0,-69346707726.0,3.0,1575263141432.91,865436118047.0,11994627933.300001,649125616986.99,309160297915.3037,1627787012903.0,3560450000.0
2019-09-27,690850000.0,-1140950000.0,1202193500.0,-1158618700.0,3.0,1589503821867.51,865339999051.0,11959253912.3,642062748874.95,309160297915.3037,1627830587703.0,3110350000.0
2019-09-28,780300000.0,-266250000.0,150010000.0,0.0,3.0,1593993917874.76,865402070558.0,12151962630.3,637381799820.63,309160297915.3038,1627980597703.0,3624400000.0
2019-09-29,880550000.0,-1408750000.0,159229291790.0,-101541646190.0,3.0,1427682783509.53,866536695805.0,12093795490.039999,647294623985.82,309160297915.3038,1685668243303.0,3096200000.0
2019-09-30,857750000.0,-1195100000.0,178041213944.0,-133188250144.0,3.0,776507784187.23,864458820589.0,13971241645.039999,687030333495.34,308423062860.89624,1730521207103.0,2758850000.0
2019-10-01,738300000.0,-827950000.0,76355106651.5,-65741684451.5,3.0,816864989057.93,863822874556.0,11757135331.039999,677023898459.22,308423062860.89624,1741134629303.0,2669200000.0
2019-10-02,1029900000.0,-818900000.0,130368537381.0,-72383749551.0,3.0,739849526982.49,776557448208.0,11894218550.24,667007486764.37,308423062860.89624,1799119417133.0,2880200000.0
2019-10-03,509750000.0,-871600000.0,440022535784.0,-163820556884.0,3.0,644804210954.21,778829829905.0,10916513279.039999,670872636530.32,308423062860.89624,2075321396033.0,2518350000.0
2019-10-04,712600000.0,-551550000.0,0.0,0.0,3.0,655648764056.21,778831203161.0,11065699533.039999,663744506263.5498,308423062860.89624,2075321396033.0,2679400000.0
2019-10-05,811250000.0,-351350000.0,0.0,0.0,3.0,660137359126.01,778909762079.0,10923707233.039999,658722414574.77,308423062860.89624,2075321396033.0,3139300000.0
2019-10-06,1248000000.0,-950300000.0,165774225598.8,-88142522698.8,3.0,958219004988.7,780224844123.0,12180329508.039999,655529942138.8401,308423062860.89624,2152953098932.9998,3437000000.0
2019-10-07,1043400000.0,-791100000.0,86487947267.0,-81054789167.0,3.0,966583374051.1799,781356169587.0,12207785327.039999,655046292163.9899,345024867054.305,2158386257033.0,3689300000.0
2019-10-08,669650000.0,-802450000.0,112939650323.0,-137701113923.0,3.0,929169496089.78,781057277975.0,10833704089.519999,647558130385.1299,345024867054.305,2133624793433.0,3556500000.0
2019-10-09,419800000.0,-716750000.0,112294984029.68,-58653823229.68,3.0,841130175535.21,781057967259.0,10527940639.609999,647703623418.7299,345024867054.305,2187265954233.0002,3259550000.0
2019-10-10,667050000.0,-968750000.0,113056969204.0,-60146616904.0,3.0,717782745072.21,910375190089.0,10800426705.61,651618171253.76,345024867054.305,2240176306533.0,2957850000.0
2019-10-11,1010100000.0,-646400000.0,0.0,0.0,3.0,728034267501.21,910333211857.0,10965105645.609999,646153072802.3799,345024867054.305,2240176306533.0,3321550000.0
2019-10-12,581550000.0,-275350000.0,0.0,0.0,3.0,731828752855.8099,910228767467.0,10761204499.609999,641710575907.4799,345024867054.305,2240176306533.0,3627750000.0
2019-10-13,583050000.0,-709700000.0,82848667399.18,-98776611399.18,3.0,939647843153.69,777729548547.0,10438461794.519999,643250785354.2899,345024867054.305,2224248362533.0,3501100000.0
2019-10-14,707600000.0,-726900000.0,121879038609.4,-145571335509.4,3.0,790311449259.12,778967591245.0,10696506011.519999,652369356755.5199,345024867054.305,2200556065633.0,3481800000.0
2019-10-15,467600000.0,-787000000.0,86987682914.0,-98271365814.0,3.0,837789420809.34,779419709761.0,10664078196.52,648041261195.8201,281825275880.5613,2189272382733.0,3162400000.0
2019-10-16,485650000.0,-802400000.0,79306467713.0,-63624297446.0,3.0,807915680160.74,779979513100.0,10757227665.52,646406203389.9701,281825275880.5612,2204954553000.0,2845650000.0
2019-10-17,708650000.0,-706850000.0,179392607337.6,-61983420537.6,3.0,555605549904.6301,952209443516.0,10896834675.52,646366698170.28,281825275880.5613,2322363739800.0,2847450000.0
2019-10-18,659100000.0,-621150000.0,0.0,0.0,3.0,580314387386.63,952204697964.0,10957446148.52,641856922273.91,281825275880.5612,2322363739800.0,2885400000.0
2019-10-19,687850000.0,-401250000.0,0.0,0.0,3.0,593236854984.63,952205297142.0,10803584501.52,637749571749.5999,281825275880.5613,2322363739800.0,3172000000.0
2019-10-20,570200000.0,-762300000.0,122558662313.0,-135092144813.0,3.0,1131575436102.22,784121480584.0,16315851497.930002,632792610290.3,279219758665.70874,2309830257300.0,2979900000.0
2019-10-21,557100000.0,-547050000.0,92026198858.2,-89249905658.2,3.0,1186738520600.54,784118735124.0,10419495484.93,625569690517.4801,279219758665.70874,2312606550500.0,2989950000.0
2019-10-22,724800000.0,-617400000.0,110445902665.0,-77625030032.0,3.0,1139553080533.64,784245709220.0,10479261674.93,621520728573.74,279219758665.70874,2345427423133.0,3097350000.0
2019-10-23,534350000.0,-573650000.0,107170042843.0,-37043964243.0,3.0,1103056413914.13,782069949414.0,10998801218.930002,624934083286.69,289816171410.91626,2415553501733.0,3058050000.0
2019-10-24,599950000.0,-849250000.0,210802883615.0,-138360170615.0,3.0,588775485387.54,1222722847644.0,10253775041.730001,647542942790.01,289816171410.91626,2487996214733.0,2808750000.0
2019-10-25,804050000.0,-420500000.0,0.0,0.0,3.0,612879247909.74,1222723292292.0,10441193066.53,639567711316.72,289816171410.91626,2487996214733.0,3192300000.0
2019-10-26,1014050000.0,-331600000.0,0.0,0.0,3.0,614470823158.74,1222723466964.0,10493798023.530005,634506310471.4,289816171410.91626,2487996214733.0,3874750000.0
2019-10-27,680700000.0,-693500000.0,180408277980.0,-129199180380.0,3.0,1268172483590.54,786568518438.0,10456339342.53,636974859610.67,289816171410.91626,2539205312333.0,3861950000.0
2019-10-28,614800000.0,-987700000.0,111207658445.0,-80379770145.0,3.0,1250377063653.7102,786588298145.0,13950629440.730001,636744004993.34,289816171410.91626,2570033200633.0,3489050000.0
2019-10-29,530100000.0,-619850000.0,60740091934.0,-59074470734.0,3.0,2223887095930.2197,786123755173.0,13587944050.130003,635596699344.75,289816171410.91626,2571698821833.0,3399300000.0
2019-10-30,560400000.0,-883450000.0,133633383502.6,-59485459602.6,3.0,2154068725344.82,785867314699.0,14091036384.930004,637149897449.5599,289816171410.9163,2645846745733.0,3076250000.0
2019-10-31,754750000.0,-1078200000.0,284348630427.0,-114541560360.0,3.0,709642630130.6901,1345491857836.0,15610473181.23,696208115380.46,293637984107.8125,2815653815800.0,2752800000.0
2019-11-01,1041650000.0,-548050000.0,0.0,0.0,3.0,724629553550.6901,1345487764460.0,15763268170.230003,683466473193.11,293637984107.81244,2815653815800.0,3246400000.0
2019-11-02,932350000.0,-422700000.0,0.0,0.0,3.0,728283019493.0901,1345638044869.0,15352742310.23,675776008382.58,293637984107.8125,2815653815800.0,3756050000.0
2019-11-03,821150000.0,-1505550000.0,125160315580.0,-98746593480.0,3.0,1318281746256.09,732600766266.0,13957801954.230001,656274550186.68,293637984107.81244,2842067537900.0,3071650000.0
2019-11-04,591450000.0,-662200000.0,149131436376.0,-92716028876.0,3.0,1209031356278.2903,792388975553.0,13486042480.230003,653557773719.15,293637984107.81244,2898482945400.0,3000900000.0
2019-11-05,507400000.0,-696500000.0,61788122832.0,-75478914832.0,3.0,1182418851355.12,769580340150.0,14920679855.520002,648040181584.69,293637984107.81244,2884792153400.0,2811800000.0
2019-11-06,578700000.0,-639200000.0,87152363160.0,-78985111460.0,3.0,1133759211383.2502,769111315111.0,12841024217.72,646646026716.12,293637984107.81244,2892959405100.0,2751300000.0
2019-11-07,592400000.0,-640300000.0,166210859373.0,-115268371773.0,3.0,689026217065.4501,1174330652465.0,11425986322.83,648951712233.47,353099450117.0425,2943901892700.0,2703400000.0
2019-11-08,993400000.0,-482450000.0,0.0,0.0,3.0,694450361973.4501,1174333083328.0,11590375765.829998,643807234070.8401,353099450117.0425,2943901892700.0,3214350000.0
2019-11-09,677700000.0,-284700000.0,0.0,0.0,3.0,690586940505.4501,1174333424526.0,11771342031.83,639028291635.05,353099450117.0425,2943901892700.0,3607350000.0
2019-11-10,685050000.0,-746400000.0,110522988698.0,-106374486598.0,3.0,1124459483373.4502,767582186678.0,11741775748.83,634004119325.36,353099450117.0425,2948050394800.0,3546000000.0
2019-11-11,702250000.0,-642400000.0,87895001771.0,-128507695771.0,3.0,1115096042288.89,747557760043.0,11854794531.83,633103800364.98,353099450117.0425,2907437700800.0,3605850000.0
2019-11-12,825400000.0,-1368500000.0,88120375309.0,-75378220409.0,3.0,1151914388067.11,773903462151.0,11571497183.829998,627708635403.54,353099450117.0425,2920179855700.0,3062750000.0
2019-11-13,641200000.0,-600550000.0,71766051458.0,-54768980158.0,3.0,1096599155117.61,774270326117.0,11001458943.829998,627254549474.44,353099450117.0425,2937176927000.0,3103400000.0
2019-11-14,551050000.0,-668400000.0,178412171277.0,-61626098577.0,3.0,595582012121.15,1230661535969.0,11313411950.83,632289352014.44,353099450117.0425,3053962999700.0,2986050000.0
2019-11-15,558500000.0,-614750000.0,0.0,0.0,3.0,606823297326.15,1230717520774.0,11426123154.23,627322838765.11,336932974893.2937,3053962999700.0,2929800000.0
2019-11-16,1044950000.0,-338850000.0,0.0,0.0,3.0,611077903273.15,1230714342687.0,11614647950.229998,623639146207.1599,336932974893.29376,3053962999700.0,3635900000.0
2019-11-17,826000000.0,-1021800000.0,84981087643.68,-109823241243.68,3.0,850599595165.5399,775387102982.0,11606768176.23,620662534778.86,336932974893.2938,3029120846100.0,3440100000.0
2019-11-18,575550000.0,-534800000.0,60600714568.0,-95809021668.0,3.0,880954568832.14,774909135569.0,11912349944.23,626030594376.9199,336932974893.2938,2993912539000.0,3480850000.0
2019-11-19,457250000.0,-642200000.0,90640876797.0,-91574262197.0,3.0,893612641204.7899,774954497735.0,11580719627.509998,622690311951.75,336932974893.29376,2992979153600.0,3295900000.0
2019-11-20,656500000.0,-1106300000.0,124106624307.0,-98654474207.0,3.0,862029624655.36,774257734908.0,11702098534.550003,627805314599.15,336932974893.29376,3018431303700.0,2846100000.0
2019-11-21,766250000.0,-572250000.0,177865131609.6,-103063222509.6,3.0,795733868777.34,779517312763.0,11696573849.610003,636588300975.49,336932974893.2937,3093233212800.0,3040100000.0
2019-11-22,1122750000.0,-480300000.0,0.0,0.0,3.0,793871314028.74,779517312763.0,11745935044.85,631109618953.5599,336932974893.2938,3093233212800.0,3682550000.0
2019-11-23,729300000.0,-279600000.0,0.0,0.0,3.0,798215802767.7399,779517312763.0,11877668574.090002,627085063218.81,314892271387.3649,3093233212800.0,4132250000.0
2019-11-24,883000000.0,-1302850000.0,137715627530.0,-103748465530.0,3.0,816881012729.54,729321441460.0,11313416859.070004,644249296414.03,314892271387.3649,3127200374800.0,3712400000.0
2019-11-25,511200000.0,-689850000.0,124020348092.4,-97441092292.4,3.0,907532356534.39,729437246565.0,11147924602.900002,640692728849.67,314892271387.3649,3153779630600.0,3533750000.0
2019-11-26,532400000.0,-630350000.0,72643483230.0,-92616592430.0,3.0,1194476740199.9502,729405500765.0,11184434796.130001,639357551961.99,314892271387.3649,3133806521400.0,3435800000.0
2019-11-27,752550000.0,-687100000.0,94476556434.2,-54968349534.2,3.0,1965961499528.55,754465729955.0,12404437360.380001,638526708673.0701,314892271387.3649,3173314728300.0,3501250000.0
2019-11-28,829400000.0,-1017450000.0,363969641352.8,-100828913452.8,3.0,1564873446741.4602,943063014775.0,16406796394.67,644052773996.73,314892271387.365,3436455456200.0,3313200000.0
2019-11-29,981900000.0,-662900000.0,17427686500.0,-17381968600.0,3.0,1563680947987.66,943076820709.0,14961018746.93,642500655002.6799,314892271387.3649,3436501174100.0,3632200000.0
2019-11-30,995800000.0,-376850000.0,0.0,0.0,3.0,1487560935853.1199,943080506701.0,17759486246.87,685257058338.79,289434557036.4638,3436501174100.0,4251150000.0
2019-12-01,1338650000.0,-1165150000.0,120971526809.0,-137674790009.0,3.0,971879577085.24,791929703876.0,14934896485.58,677649028088.77,289434557036.46375,3419797910900.0,4424650000.0
2019-12-02,789550000.0,-983000000.0,119105601300.0,-79184860200.0,3.0,1131435436847.6501,792129735220.0,13136625715.620003,668935999798.58,289434557036.46375,3459718652000.0,4231200000.0
2019-12-03,796300000.0,-939800000.0,145551663712.0,-81505938112.0,3.0,1083203915975.63,780579226907.0,13483480185.689999,666451201876.6,289434557036.46375,3523764377600.0,4087700000.0
2019-12-04,497100000.0,-990450000.0,97556118362.0,-63918352462.0,3.0,930546338346.08,781621161640.0,14751372530.71,663467419288.77,289434557036.46375,3557402143500.0,3594350000.0
2019-12-05,426450000.0,-904400000.0,238783285643.0,-52076107943.0,3.0,713453671249.1599,1002818161640.0,16251673134.260002,681006877257.0402,289434557036.46375,3744109321200.0,3116400000.0
2019-12-06,692850000.0,-642550000.0,158994300.0,0.0,3.0,725549220366.16,1002818312798.0,15120793922.189999,673875177725.29,289434557036.46375,3744268315500.0,3166700000.0
2019-12-07,875550000.0,-361900000.0,0.0,0.0,3.0,729671367084.1599,1002113752438.0,15219103705.49,668329659588.15,339029809802.3637,3744268315500.0,3680350000.0
2019-12-08,774250000.0,-760350000.0,122777167812.0,-115462315612.0,3.0,992116246883.48,779974511775.0,15212560811.13,671671630454.49,339029809802.3637,3751583167700.0,3694250000.0
2019-12-09,734600000.0,-652800000.0,28553354582.0,-84648097682.0,3.0,992221107587.48,779937843047.0,16069441976.64,672968890752.0701,339029809802.3637,3695488424600.0,3776050000.0
2019-12-10,721300000.0,-588750000.0,76714012193.0,-85178202893.0,3.0,1029928531171.27,780486490460.0,15381770756.77,675649764565.02,339029809802.3637,3687024233900.0,3908600000.0
2019-12-11,848450000.0,-1494950000.0,92920925390.0,-50648884890.0,3.0,1023099263809.2599,780924154260.0,14796319740.97,682085903098.9999,339029809802.3637,3729296274400.0,3262100000.0
2019-12-12,532300000.0,-543200000.0,246395363230.0,-93849918930.0,3.0,939694960617.68,782975443019.0,14253798207.499998,681304148255.1201,339029809802.3637,3881841718700.0,3251200000.0
2019-12-13,701700000.0,-615100000.0,192812700.0,0.0,3.0,950790845544.3099,782981318471.0,14382435316.879997,676157973432.1001,339029809802.3637,3882034531400.0,3337800000.0
2019-12-14,693400000.0,-337400000.0,0.0,0.0,3.0,955087203124.51,782982594728.0,14499365471.609999,671058208150.64,339029809802.3637,3882034531400.0,3693800000.0
2019-12-15,774200000.0,-517350000.0,109471966681.0,-113364609281.0,3.0,1196074885914.55,783194769771.0,13322810177.49,677483186170.2201,320726553483.9237,3878141888800.0,3950650000.0
2019-12-16,427350000.0,-623800000.0,67736398612.0,-106054718497.0,3.0,1102647870323.27,783317996255.0,14448724730.73,676616083666.5,320726553483.9237,3839823568915.0,3754200000.0
2019-12-17,560200000.0,-651750000.0,73282305209.0,-46814011624.0,3.0,1184119144817.3499,783319938983.0,16363183837.429998,676010709231.52,320726553483.92377,3866291862500.0,3662650000.0
2019-12-18,729900000.0,-745050000.0,76271680477.0,-71633606477.0,3.0,1367598469206.64,783380080325.0,25202706801.27,684797818810.71,320726553483.9237,3870929936500.0,3647500000.0
2019-12-19,591750000.0,-583650000.0,656925500445.0,-77838136221.0,3.0,1140677770459.7102,973256073616.0,19939260430.559998,693299346277.2101,320726553483.9237,4450017300724.0,3655600000.0
2019-12-20,676350000.0,-479250000.0,0.0,0.0,3.0,1184869236294.7102,973256167624.0,20117723316.500004,686486152797.16,320726553483.9237,4450017300724.0,3852700000.0
2019-12-21,413250000.0,-156850000.0,220000000.0,0.0,3.0,1186559486913.71,973258309206.0,20236000767.409996,681380855681.9601,320726553483.92377,4450237300724.0,4109100000.0
2019-12-22,776850000.0,-1446850000.0,89273258409.0,-177940290309.0,3.0,1489675914701.1501,874977516799.0,16241770330.849998,700493166660.44,320726553483.9237,4361570268824.0,3439100000.0
2019-12-23,1508600000.0,-732400000.0,1877817000.0,-1702360700.0,3.0,1499539632093.5498,874977791037.0,16419824569.27,693299843815.46,306312915754.7475,4361745725124.0,4215300000.0
2019-12-24,1111500000.0,-409800000.0,0.0,0.0,3.0,1505556093781.15,874878719080.0,15404112600.489998,688169904987.2502,306312915754.7475,4361745725124.0,4917000000.0
2019-12-25,1043800000.0,-1550500000.0,237486262609.55002,-171867624309.55002,3.0,1546583349339.48,859268778206.0,14966190264.1,684378789567.49,306312915754.7475,4427364363424.0,4410300000.0
2019-12-26,884200000.0,-2670100000.0,82906644696.0,-153370522396.0,3.0,1353379162709.58,1563084175804.0,45944388788.45,685796237218.41,306312915754.7475,4356900485724.0,2624400000.0
2019-12-27,966950000.0,-713050000.0,2362354900.0,-2068738200.0,3.0,1358333902648.71,1593084498112.0,15707667649.589998,680387807966.26,306312915754.7475,4357194102424.0,2878300000.0
2019-12-28,512050000.0,-485850000.0,88721000.0,0.0,3.0,1356266779918.71,1593006567736.0,15922333524.689999,676191781275.56,306312915754.7475,4357282823424.0,2904500000.0
2019-12-29,971600000.0,-829000000.0,57129513895.0,-147755009895.0,3.0,2612534274400.1196,1209846872804.0,16602067447.769999,681681490339.89,306312915754.7475,4266657327424.0,3047100000.0
